"filename", "language", "Markdown", "YAML", "TypeScript React", "Shell Script", "TypeScript", "XML", "CSS", "HTML", "JSON", "JSON with Comments", "JavaScript", "comment", "blank", "total"
"/home/orinda/Documents/dev/nancy-appraisal/packages/ui/src/views/admin/AdminUsers.tsx", "TypeScript React", 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 67
"/home/orinda/Documents/dev/nancy-appraisal/packages/ui/src/views/employee/EmployeeDashboard.tsx", "TypeScript React", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8
"/home/orinda/Documents/dev/nancy-appraisal/packages/ui/src/views/evaluator/EvaluatorDashboard.tsx", "TypeScript React", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8
"/home/orinda/Documents/dev/nancy-appraisal/packages/ui/src/vite-env.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"/home/orinda/Documents/dev/nancy-appraisal/packages/ui/src/wrappers/WidthWrapper.tsx", "TypeScript React", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12
"/home/orinda/Documents/dev/nancy-appraisal/packages/ui/tailwind.config.cjs", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 2, 1, 22
"/home/orinda/Documents/dev/nancy-appraisal/packages/ui/tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 1, 22
"/home/orinda/Documents/dev/nancy-appraisal/packages/ui/tsconfig.node.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 10
"/home/orinda/Documents/dev/nancy-appraisal/packages/ui/vite.config.ts", "TypeScript", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 1, 2, 8
"/home/orinda/Documents/dev/nancy-appraisal/pnpm-lock.yaml", "YAML", 0, 4283, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 614, 4897
"/home/orinda/Documents/dev/nancy-appraisal/pnpm-workspace.yaml", "YAML", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 7
"/home/orinda/Documents/dev/nancy-appraisal/scripts/index.ts", "TypeScript", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 3, 15
"/home/orinda/Documents/dev/nancy-appraisal/start.sh", "Shell Script", 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 9, 3, 52
"Total", "-", 11, 8155, 2790, 40, 60, 2, 19, 13, 164, 213, 1256, 504, 1652, 14879
